ENSEMBL	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7
ENSMUSG00000029725	60	52	65	42	70	42	71
ENSMUSG00000029726	615	458	548	497	577	518	426
ENSMUSG00000029727	2	0	5	9	0	1	3
ENSMUSG00000029729	357	294	370	281	380	359	378
ENSMUSG00000029730	215	189	236	203	220	198	331
ENSMUSG00000029735	31	21	46	20	23	34	49
ENSMUSG00000029736	0	0	0	0	0	0	0
ENSMUSG00000029752	22	14	55	24	17	23	69
ENSMUSG00000029754	7	0	6	9	17	4	8
ENSMUSG00000029755	3	0	0	0	0	0	0
ENSMUSG00000029757	4	0	3	3	2	0	10
ENSMUSG00000029759	778	649	836	818	863	671	739
ENSMUSG00000029761	516	392	840	528	507	537	1197
ENSMUSG00000029762	30	29	52	21	27	33	174
ENSMUSG00000029763	2271	1896	2332	2072	2388	1924	2238
ENSMUSG00000029765	158	82	82	99	123	133	201
ENSMUSG00000029766	0	0	0	0	0	0	0
ENSMUSG00000029767	2561	2018	2630	2412	2529	2294	4776
ENSMUSG00000029769	245	152	166	208	237	247	361
ENSMUSG00000029771	69	68	90	55	64	78	266
ENSMUSG00000029772	645	500	689	544	616	601	607
ENSMUSG00000029775	1436	1166	1478	1307	1435	1285	1513
ENSMUSG00000029776	3128	2572	2353	2724	3257	2867	2553
ENSMUSG00000029777	1408	1154	1421	1411	1582	1263	1492
ENSMUSG00000029778	59	55	116	70	59	93	68
ENSMUSG00000029780	1070	829	939	916	1059	752	972
ENSMUSG00000029781	1942	1607	2171	1855	2183	1958	2720
ENSMUSG00000029782	300	326	322	266	326	308	355
ENSMUSG00000029784	0	0	1	0	1	1	5
ENSMUSG00000029787	115	100	143	103	136	166	155
ENSMUSG00000029788	0	0	0	0	0	0	0
ENSMUSG00000029790	18	11	17	7	18	10	32
ENSMUSG00000029797	2	3	15	9	9	1	12
ENSMUSG00000029798	36	44	39	37	35	37	87
ENSMUSG00000029802	461	419	470	442	525	396	516
ENSMUSG00000029804	1296	1090	1437	1504	1365	1466	1618
ENSMUSG00000029810	138	109	273	150	125	121	371
ENSMUSG00000029811	0	0	0	1	0	2	0
ENSMUSG00000029813	3	0	0	0	0	0	2
ENSMUSG00000029814	23	8	14	17	24	17	15
ENSMUSG00000029815	729	531	590	616	732	630	534
ENSMUSG00000029816	56	61	135	45	37	91	388
ENSMUSG00000029817	545	500	477	503	567	512	614
ENSMUSG00000029819	0	0	0	0	0	0	0
ENSMUSG00000029821	204	175	233	169	228	139	203
ENSMUSG00000029822	51	27	48	42	38	55	123
ENSMUSG00000029823	4363	3957	3901	3591	4499	3809	3943
ENSMUSG00000029826	227	166	201	217	253	236	420
ENSMUSG00000029828	30	33	18	17	24	24	21
ENSMUSG00000029829	0	0	0	0	0	0	0
ENSMUSG00000029830	6	1	1	1	1	2	3
ENSMUSG00000029831	0	0	0	0	0	0	0
ENSMUSG00000029832	1	0	9	3	3	2	7
ENSMUSG00000029833	1500	1378	1406	1548	1624	1308	1153
ENSMUSG00000029836	932	857	829	723	1023	764	926
ENSMUSG00000029838	24	10	13	17	16	5	63
ENSMUSG00000029840	408	408	584	391	417	407	821
ENSMUSG00000029843	4	4	13	3	8	4	5
ENSMUSG00000029844	5	7	4	0	2	5	7
ENSMUSG00000029847	0	2	0	0	2	1	1
ENSMUSG00000029848	0	2	0	0	0	0	0
ENSMUSG00000029851	40	21	52	27	39	58	75
ENSMUSG00000029859	10	9	9	10	3	8	13
ENSMUSG00000029860	394	329	567	413	383	441	1032
ENSMUSG00000029861	24	16	58	18	21	28	41
ENSMUSG00000029862	6636	5564	6608	6068	7141	6293	5264
ENSMUSG00000029863	105	84	111	99	114	142	148
ENSMUSG00000029864	564	459	538	485	628	508	502
ENSMUSG00000029865	0	0	0	0	0	0	0
ENSMUSG00000029866	0	0	1	0	0	0	0
ENSMUSG00000029867	0	0	0	0	0	0	0
ENSMUSG00000029868	0	0	0	0	0	0	0
ENSMUSG00000029869	22	16	36	12	32	23	24
ENSMUSG00000029875	2	0	2	0	0	2	0
ENSMUSG00000029882	0	3	0	1	7	1	0
ENSMUSG00000029883	0	0	0	0	0	0	0
ENSMUSG00000029885	0	0	0	0	0	0	0
ENSMUSG00000029909	0	0	0	0	0	0	0
ENSMUSG00000029910	29	19	22	25	28	20	145
ENSMUSG00000029911	421	343	463	404	418	394	418
ENSMUSG00000029913	36	30	35	22	24	16	55
ENSMUSG00000029915	3	1	8	3	3	4	50
ENSMUSG00000029916	105	99	131	116	123	129	162
ENSMUSG00000029917	0	0	0	0	0	0	0
ENSMUSG00000029918	553	463	463	481	547	469	581
ENSMUSG00000029919	31	19	47	29	17	19	147
ENSMUSG00000029920	217	185	238	136	211	186	247
ENSMUSG00000029922	250	211	322	291	244	266	496
ENSMUSG00000029923	0	2	4	1	0	2	7
ENSMUSG00000029924	284	267	278	300	315	290	366
ENSMUSG00000029925	26	9	64	31	21	43	149
ENSMUSG00000029992	1184	1200	1244	1079	1107	1161	1326
ENSMUSG00000029993	692	625	767	627	777	636	682
ENSMUSG00000029994	232	253	287	266	271	311	685
ENSMUSG00000029998	2001	1601	1886	1854	2133	1695	1883
ENSMUSG00000029999	7	8	7	6	1	6	8
ENSMUSG00000030000	0	1	2	0	0	0	0
ENSMUSG00000030001	0	0	0	0	0	0	0
ENSMUSG00000030002	1232	1075	1039	1006	1206	1091	1244
ENSMUSG00000030004	0	1	0	0	0	0	2
ENSMUSG00000030007	2285	1983	2414	2202	2557	2193	2338
ENSMUSG00000030008	181	173	245	198	256	204	172
ENSMUSG00000030016	1058	858	1019	1045	1185	1081	1117
ENSMUSG00000030017	0	0	0	0	1	0	9
ENSMUSG00000030019	305	271	398	293	340	249	276
ENSMUSG00000030020	53	52	72	59	54	69	90
ENSMUSG00000030022	85	96	142	80	97	80	200
ENSMUSG00000030029	2744	2506	2389	2172	2650	2189	1792
ENSMUSG00000030030	6	5	5	0	3	7	4
ENSMUSG00000030031	94	56	79	55	67	56	67
ENSMUSG00000030032	52	28	35	35	45	33	36
ENSMUSG00000030034	196	181	179	194	206	180	168
ENSMUSG00000030035	454	374	420	405	430	363	440
ENSMUSG00000030036	147	166	206	164	165	162	313
ENSMUSG00000030037	812	720	856	674	887	676	692
ENSMUSG00000030041	8	27	14	7	2	20	20
ENSMUSG00000030042	462	356	473	429	512	364	528
ENSMUSG00000030043	6	1	3	4	2	9	8
ENSMUSG00000030045	537	413	458	404	503	394	491
ENSMUSG00000030046	0	0	0	0	0	0	0
ENSMUSG00000030047	27	37	32	31	18	18	71
ENSMUSG00000030048	11	15	12	12	13	9	10
ENSMUSG00000030049	0	0	0	0	0	0	0
ENSMUSG00000030050	0	0	0	0	0	0	0
ENSMUSG00000030051	79	88	100	76	91	82	91
ENSMUSG00000030054	0	0	0	0	5	1	4
ENSMUSG00000030055	196	173	201	157	138	89	349
ENSMUSG00000030056	739	513	688	647	737	619	643
ENSMUSG00000030057	11721	10606	12176	11092	13047	11181	11435
ENSMUSG00000030058	993	884	1312	986	1041	931	1341
ENSMUSG00000030059	793	599	721	655	857	685	815
ENSMUSG00000030060	77	53	72	52	59	83	69
ENSMUSG00000030061	774	710	827	754	919	689	862
ENSMUSG00000030062	1672	1322	1639	1784	1682	1534	2046
ENSMUSG00000030064	172	130	199	143	159	145	327
ENSMUSG00000030067	211	173	263	227	257	228	439
ENSMUSG00000030068	6	12	2	3	0	3	7
ENSMUSG00000030069	0	0	0	0	0	0	0
ENSMUSG00000030074	54	56	106	46	57	89	266
ENSMUSG00000030075	0	2	0	0	1	3	2
ENSMUSG00000030077	10	3	4	11	14	11	161
ENSMUSG00000030079	398	362	526	490	491	437	406
ENSMUSG00000030082	338	344	533	348	400	345	1043
ENSMUSG00000030083	606	540	591	545	583	516	524
ENSMUSG00000030084	679	522	1128	694	625	717	955
ENSMUSG00000030086	49	54	88	53	68	50	59
ENSMUSG00000030087	1244	1039	901	819	1226	1054	678
ENSMUSG00000030088	209	208	356	229	251	223	162
ENSMUSG00000030089	1585	1306	3052	2334	1727	2275	1879
ENSMUSG00000030091	1045	879	1072	1017	1068	1082	1199
ENSMUSG00000030092	0	0	0	0	1	0	0
ENSMUSG00000030093	0	0	0	0	0	0	0
ENSMUSG00000030094	413	318	285	269	392	331	330
ENSMUSG00000030095	634	593	893	583	647	626	959
ENSMUSG00000030096	4070	3496	3933	3319	4186	3891	4423
ENSMUSG00000030098	108	121	183	183	144	203	190
ENSMUSG00000030101	259	216	275	211	269	223	338
ENSMUSG00000030102	1263	1005	1395	1315	1151	1266	1302
ENSMUSG00000030103	3293	2139	4586	3378	4101	3835	4161
ENSMUSG00000030104	187	149	291	138	149	161	530
ENSMUSG00000030105	2458	2387	2707	2358	2726	2203	2678
ENSMUSG00000030107	33	28	82	47	53	40	75
ENSMUSG00000030108	14	15	83	7	11	22	20
ENSMUSG00000030109	3	5	4	0	3	3	14
ENSMUSG00000030110	87	105	216	137	95	123	160
ENSMUSG00000030111	0	0	0	0	0	1	5
ENSMUSG00000030114	2	0	1	0	2	0	2
ENSMUSG00000030116	200	203	338	216	173	206	951
ENSMUSG00000030117	4	2	2	2	0	3	23
ENSMUSG00000030120	3639	2980	3816	3210	3876	3019	3062
ENSMUSG00000030122	850	628	989	584	759	759	1206
ENSMUSG00000030123	980	810	1524	1010	1123	1084	1283
ENSMUSG00000030124	9	10	11	5	8	5	14
ENSMUSG00000030125	0	4	1	5	2	0	4
ENSMUSG00000030126	1675	1464	1986	1695	1861	1550	1457
ENSMUSG00000030127	1909	1736	2151	1767	2119	1691	1739
ENSMUSG00000030131	0	0	0	2	0	0	2
ENSMUSG00000030134	5	3	11	3	6	11	21
ENSMUSG00000030137	4755	4337	5877	5067	4734	4481	3500
ENSMUSG00000030138	939	790	1009	967	922	957	930
ENSMUSG00000030142	0	0	3	0	1	0	54
ENSMUSG00000030143	0	0	0	0	0	0	0
ENSMUSG00000030144	2	0	2	0	1	0	130
ENSMUSG00000030145	34	53	60	59	60	42	63
ENSMUSG00000030147	6	1	6	1	6	8	10
ENSMUSG00000030148	12	8	31	4	14	10	108
ENSMUSG00000030149	6	0	6	1	2	4	22
ENSMUSG00000030154	0	0	0	0	0	1	3
ENSMUSG00000030155	12	29	10	7	14	12	11
ENSMUSG00000030156	0	2	0	4	2	0	7
ENSMUSG00000030157	804	573	813	705	693	618	807
ENSMUSG00000030158	5	3	0	5	1	0	3
ENSMUSG00000030159	1	0	1	6	2	1	14
ENSMUSG00000030160	0	0	0	0	0	0	0
ENSMUSG00000030161	1196	1144	990	887	1094	1039	1142
ENSMUSG00000030162	0	1	1	0	0	1	14
ENSMUSG00000030165	0	0	0	0	0	0	17
ENSMUSG00000030166	161	155	200	145	185	159	179
ENSMUSG00000030167	0	0	0	1	0	0	0
ENSMUSG00000030168	4068	3148	3984	3422	4222	3688	3579
ENSMUSG00000030170	43	29	17	31	46	44	47
ENSMUSG00000030172	915	814	1221	1000	1057	998	1072
ENSMUSG00000030173	0	0	0	0	0	0	0
ENSMUSG00000030177	170	140	125	160	177	148	176
ENSMUSG00000030178	0	0	0	0	0	0	0
ENSMUSG00000030180	806	664	751	696	889	786	784
ENSMUSG00000030187	2	1	3	1	2	1	13
ENSMUSG00000030188	63	37	47	74	44	57	88
ENSMUSG00000030189	31652	23469	34853	27159	39019	26611	19631
ENSMUSG00000030194	0	0	0	0	0	0	0
ENSMUSG00000030196	0	0	0	0	0	0	0
ENSMUSG00000030199	217	176	250	285	273	242	381
ENSMUSG00000030200	0	0	0	0	0	0	2
ENSMUSG00000030201	1790	1305	1602	1624	1795	1579	1873
ENSMUSG00000030203	659	562	654	598	696	658	593
ENSMUSG00000030204	499	446	522	448	453	453	540
ENSMUSG00000030205	0	0	0	0	3	0	0
ENSMUSG00000030206	0	3	0	0	0	0	2
ENSMUSG00000030207	120	81	106	96	126	139	128
ENSMUSG00000030208	547	481	1307	520	422	613	2765
ENSMUSG00000030209	1	2	0	0	0	0	0
ENSMUSG00000030213	1122	1038	982	924	1147	1071	1186
ENSMUSG00000030214	627	538	399	559	468	675	907
ENSMUSG00000030216	925	702	799	826	858	767	795
ENSMUSG00000030217	2	0	2	0	3	0	1
ENSMUSG00000030218	548	398	367	280	442	366	1254
ENSMUSG00000030219	2	0	0	0	0	0	2
ENSMUSG00000030220	120	94	161	152	72	105	491
ENSMUSG00000030222	21	13	14	17	22	19	27
ENSMUSG00000030223	19	21	39	22	12	20	85
ENSMUSG00000030224	2495	2112	2217	2112	2943	2059	2357
ENSMUSG00000030225	103	128	137	132	113	107	203
ENSMUSG00000030226	3	0	1	2	2	0	0
ENSMUSG00000030228	1	0	1	0	0	0	2
ENSMUSG00000030230	0	0	0	1	0	0	0
ENSMUSG00000030231	184	167	194	140	189	233	232
ENSMUSG00000030232	1058	862	868	844	929	842	961
ENSMUSG00000030235	0	0	3	0	0	0	1
ENSMUSG00000030236	1	1	0	3	0	1	0
ENSMUSG00000030237	1	1	1	1	4	3	7
ENSMUSG00000030243	170	141	145	139	170	136	205
ENSMUSG00000030244	7	12	11	7	7	5	7
ENSMUSG00000030245	332	279	425	358	340	310	527
ENSMUSG00000030246	5417	4126	1171	3464	4052	4486	3883
ENSMUSG00000030247	369	221	329	326	407	386	284
ENSMUSG00000030249	8432	7372	8885	8128	9865	8508	7580
ENSMUSG00000030254	29	41	39	40	33	32	67
ENSMUSG00000030255	2132	1610	2040	2052	2261	2129	2165
ENSMUSG00000030256	1827	1523	2366	2033	1879	1763	1805
ENSMUSG00000030257	31	27	18	22	22	34	70
ENSMUSG00000030259	560	382	569	517	589	496	630
ENSMUSG00000030263	12	11	29	12	11	25	74
ENSMUSG00000030264	294	309	254	292	303	302	395
ENSMUSG00000030265	392	332	472	367	408	365	528
ENSMUSG00000030268	2	4	13	1	3	1	195
ENSMUSG00000030269	604	541	489	477	604	549	444
ENSMUSG00000030270	0	3	1	3	1	1	2
ENSMUSG00000030271	142	93	114	108	119	84	142
ENSMUSG00000030272	624	554	740	601	645	582	678
ENSMUSG00000030275	901	789	923	743	906	883	976
ENSMUSG00000030276	33	28	32	31	36	26	35
ENSMUSG00000030278	311	335	1862	143	123	197	116
ENSMUSG00000030279	393	249	247	262	327	321	446
ENSMUSG00000030281	83	50	112	82	50	69	100
ENSMUSG00000030282	574	482	541	566	639	625	657
ENSMUSG00000030283	10	9	9	5	7	6	4
ENSMUSG00000030284	763	728	923	751	887	731	761
ENSMUSG00000030286	1361	1173	1531	1244	1423	1188	1387
ENSMUSG00000030287	274	250	259	225	257	238	337
ENSMUSG00000030291	288	290	318	225	312	229	341
ENSMUSG00000030292	0	0	0	0	0	0	0
ENSMUSG00000030298	1129	970	1169	1065	1160	1003	1220
ENSMUSG00000030301	2942	2285	3005	2781	3443	2584	2249
ENSMUSG00000030302	11	13	9	18	14	5	11
ENSMUSG00000030303	17	31	29	36	20	11	49
ENSMUSG00000030304	1214	1048	1325	1324	1450	1188	1264
ENSMUSG00000030306	3225	3172	2769	2573	3530	3352	2845
ENSMUSG00000030307	2	0	1	0	1	0	1
ENSMUSG00000030309	131	113	133	86	114	118	104
ENSMUSG00000030310	3	1	4	0	9	5	1
ENSMUSG00000030313	336	311	337	296	351	400	483
ENSMUSG00000030314	290	223	321	232	305	252	307
ENSMUSG00000030315	607	505	559	452	544	554	505
ENSMUSG00000030316	138	93	90	109	80	106	127
ENSMUSG00000030317	682	502	496	272	622	403	215
ENSMUSG00000030319	3674	3325	4268	3862	3411	3396	3536
ENSMUSG00000030321	8	4	9	8	4	7	12
ENSMUSG00000030322	33	49	52	42	46	44	55
ENSMUSG00000030323	178	221	261	218	188	245	278
ENSMUSG00000030324	2	3	1	3	1	4	5
ENSMUSG00000030325	1	2	0	0	1	1	2
ENSMUSG00000030327	256	230	285	209	219	224	352
ENSMUSG00000030329	3	4	9	6	3	6	12
ENSMUSG00000030330	402	367	446	429	441	375	563
ENSMUSG00000030335	2295	1624	1941	2142	2478	1920	2189
ENSMUSG00000030336	27	23	27	39	45	35	33
ENSMUSG00000030337	805	641	818	774	922	668	815
ENSMUSG00000030339	420	335	462	411	398	437	560
ENSMUSG00000030340	2	4	5	3	6	7	14
ENSMUSG00000030341	430	292	498	329	312	401	866
ENSMUSG00000030342	283	253	367	303	332	344	623
ENSMUSG00000030344	0	0	0	0	0	0	0
ENSMUSG00000030345	0	0	2	0	0	0	0
ENSMUSG00000030346	7	6	3	3	8	6	36
ENSMUSG00000030347	163	155	212	145	194	153	199
ENSMUSG00000030350	0	0	0	0	0	0	0
ENSMUSG00000030351	29	21	51	27	26	25	84
ENSMUSG00000030352	510	332	793	519	476	490	708
ENSMUSG00000030353	116	82	322	243	112	213	255
ENSMUSG00000030357	2771	2282	2674	2409	2910	2517	2418
ENSMUSG00000030359	1	4	0	29	0	0	11
ENSMUSG00000030361	1	0	1	0	0	4	2
ENSMUSG00000030363	0	0	0	0	0	0	0
ENSMUSG00000030364	4	0	1	3	2	0	4
ENSMUSG00000030365	3	1	11	4	1	1	17
ENSMUSG00000030366	3	0	0	1	1	0	0
ENSMUSG00000030368	0	0	0	0	0	0	0
ENSMUSG00000030373	0	0	0	0	0	0	0
ENSMUSG00000030374	408	311	363	296	323	356	453
ENSMUSG00000030376	4	1	2	13	12	8	6
ENSMUSG00000030378	1	1	0	5	6	5	1
ENSMUSG00000030380	26	28	22	29	39	35	36
ENSMUSG00000030382	0	8	0	5	7	2	5
ENSMUSG00000030385	0	0	0	0	0	0	0
ENSMUSG00000030386	168	154	224	150	153	159	178
ENSMUSG00000030393	43	43	28	51	36	36	61
ENSMUSG00000030397	509	435	506	417	524	466	468
ENSMUSG00000030399	495638	419893	529634	447761	559426	431686	342374
ENSMUSG00000030400	399	332	450	319	353	365	352
ENSMUSG00000030401	15311	13484	16418	14597	16507	13700	10660
ENSMUSG00000030402	19	26	23	15	16	7	6
ENSMUSG00000030403	507	516	1071	662	640	548	742
ENSMUSG00000030406	2	0	10	0	0	2	1
ENSMUSG00000030407	84	48	83	60	64	45	88
ENSMUSG00000030409	5572	4481	5348	5765	5604	5746	5811
ENSMUSG00000030410	889	812	1013	828	1025	832	779
ENSMUSG00000030411	93	54	60	50	80	76	60
ENSMUSG00000030413	4	0	2	3	4	0	7
ENSMUSG00000030417	1289	1030	1244	975	1362	947	1068
ENSMUSG00000030421	1055	916	1090	955	1187	959	896
ENSMUSG00000030423	238	188	256	239	220	242	245
ENSMUSG00000030424	55	54	66	57	57	59	46
ENSMUSG00000030427	2	1	6	4	3	3	16
ENSMUSG00000030428	12	27	19	10	42	35	10
ENSMUSG00000030431	101	58	68	66	104	58	74
ENSMUSG00000030432	1481	1485	1635	1243	1721	1489	1544
ENSMUSG00000030433	1689	1641	2529	2566	2085	1823	2577
ENSMUSG00000030435	1093	934	1196	1102	1165	1011	1206
ENSMUSG00000030443	10	8	17	10	5	3	16
ENSMUSG00000030446	29	28	55	34	32	24	61
ENSMUSG00000030447	727	755	834	682	733	768	1193
ENSMUSG00000030450	0	0	0	0	0	3	0
ENSMUSG00000030451	3888	3080	3225	2788	3598	3619	3075
ENSMUSG00000030452	725	634	827	690	777	556	661
ENSMUSG00000030463	0	0	0	0	0	0	0
ENSMUSG00000030465	978	837	1776	1134	1435	1312	1280
ENSMUSG00000030468	6	4	8	0	0	4	15
ENSMUSG00000030469	148	109	132	97	131	116	110
ENSMUSG00000030470	746	412	431	586	918	702	2568
ENSMUSG00000030471	122	87	114	96	106	86	122
ENSMUSG00000030472	1	0	1	0	0	0	2
ENSMUSG00000030474	2	3	10	2	5	2	21
ENSMUSG00000030483	0	0	0	1	0	0	0
ENSMUSG00000030484	4	3	3	0	0	0	0
ENSMUSG00000030486	49	52	61	59	50	62	43
ENSMUSG00000030491	0	0	0	2	0	1	2
ENSMUSG00000030492	0	0	0	0	0	0	0
ENSMUSG00000030493	9	11	11	7	5	13	17
ENSMUSG00000030494	41	65	92	52	73	79	60
ENSMUSG00000030495	34	58	220	18	41	61	22
ENSMUSG00000030498	39	57	57	47	44	52	81
ENSMUSG00000030499	2057	1671	2295	1952	2257	1842	1636
ENSMUSG00000030500	0	0	0	0	0	0	0
ENSMUSG00000030505	367	336	433	383	476	353	411
ENSMUSG00000030507	0	0	0	0	0	0	0
ENSMUSG00000030509	232	222	262	242	258	238	264
ENSMUSG00000030510	2	1	0	0	1	0	0
ENSMUSG00000030512	242	207	238	224	219	193	293
ENSMUSG00000030513	530	537	1007	594	525	788	745
ENSMUSG00000030515	2323	2055	2238	2267	2498	2257	2158
ENSMUSG00000030516	942	827	862	800	1035	894	919
ENSMUSG00000030518	0	2	3	6	0	3	1
ENSMUSG00000030519	0	0	4	2	3	2	3
ENSMUSG00000030521	387	331	358	369	410	415	411
ENSMUSG00000030522	697	581	631	539	675	529	654
ENSMUSG00000030523	18	23	6	20	6	11	23
ENSMUSG00000030525	5	0	0	6	1	6	17
ENSMUSG00000030527	354	298	526	393	350	469	422
ENSMUSG00000030528	47	44	54	44	30	55	49
ENSMUSG00000030530	1269	1025	1415	1118	1207	1142	1249
ENSMUSG00000030532	206	148	238	174	192	166	202
ENSMUSG00000030533	377	355	458	392	437	364	455
ENSMUSG00000030534	77	93	95	111	67	104	114
ENSMUSG00000030536	590	708	941	624	625	709	1944
ENSMUSG00000030538	70	51	80	50	48	33	135
ENSMUSG00000030539	34	46	59	38	42	48	75
ENSMUSG00000030541	9189	6788	2509	5943	7042	8073	5248
ENSMUSG00000030543	7	4	0	1	1	7	1
ENSMUSG00000030544	0	0	0	0	0	0	0
ENSMUSG00000030545	587	474	398	449	515	391	471
ENSMUSG00000030546	210	254	1578	111	167	290	129
ENSMUSG00000030549	0	0	0	0	0	0	0
ENSMUSG00000030551	356	314	452	274	388	283	326
ENSMUSG00000030553	49	29	40	56	50	65	67
ENSMUSG00000030554	40077	28575	35582	34983	43848	35453	30475
ENSMUSG00000030555	353	293	394	301	364	330	326
ENSMUSG00000030556	310	296	379	399	384	362	377
ENSMUSG00000030557	3609	3160	4389	3575	3771	3616	3668
ENSMUSG00000030559	0	1	8	1	0	1	4
ENSMUSG00000030560	632	634	958	695	771	821	1638
ENSMUSG00000030562	63	47	46	37	50	52	200
ENSMUSG00000030577	14	11	16	8	5	12	32
ENSMUSG00000030579	43	42	123	41	18	60	472
ENSMUSG00000030583	150	143	213	129	115	213	189
ENSMUSG00000030584	12	12	73	47	17	17	25
ENSMUSG00000030587	3	1	3	8	5	9	13
ENSMUSG00000030588	451	371	453	363	445	378	443
ENSMUSG00000030589	27	20	26	27	14	22	120
ENSMUSG00000030590	315	257	256	252	334	299	243
ENSMUSG00000030591	5220	3496	5502	5039	5739	4191	4576
ENSMUSG00000030592	150121	108884	127139	117449	156082	128404	103093
ENSMUSG00000030595	494	394	486	362	493	433	430
ENSMUSG00000030598	149	88	148	117	139	100	175
ENSMUSG00000030600	2	2	7	0	1	3	9
ENSMUSG00000030602	80	63	86	78	75	55	120
ENSMUSG00000030603	1661	1382	1724	1651	1867	1414	1798
ENSMUSG00000030604	186	179	164	151	198	172	159
ENSMUSG00000030605	718	781	1354	689	669	739	920
ENSMUSG00000030606	12	1	20	6	2	10	4
ENSMUSG00000030607	0	0	0	0	0	0	132
ENSMUSG00000030609	1187	950	1103	1069	1278	984	1078
ENSMUSG00000030610	730	466	638	597	685	570	526
ENSMUSG00000030611	285	212	247	271	312	217	247
ENSMUSG00000030612	350	230	282	274	361	339	307
ENSMUSG00000030613	351	268	373	352	389	333	438
ENSMUSG00000030614	645	541	759	667	810	648	673
ENSMUSG00000030615	1070	1018	1176	951	1108	998	1001
ENSMUSG00000030616	73	73	150	96	116	84	114
ENSMUSG00000030617	0	0	0	0	0	0	0
ENSMUSG00000030619	345	323	419	348	377	369	370
ENSMUSG00000030621	1632	1256	1245	1478	1615	1397	1133
ENSMUSG00000030629	1381	1415	1629	1258	1588	1348	1434
ENSMUSG00000030630	38	29	106	32	29	48	55
ENSMUSG00000030638	0	1	1	2	4	3	2
ENSMUSG00000030641	3	3	6	0	1	0	14
ENSMUSG00000030643	79	86	151	135	122	137	167
ENSMUSG00000030647	1788	1632	1606	1464	1835	1449	1682
ENSMUSG00000030649	216	155	216	167	211	166	255
ENSMUSG00000030650	6	14	15	6	16	11	13
ENSMUSG00000030651	1	2	2	0	7	4	8
ENSMUSG00000030652	771	615	610	674	734	599	734
ENSMUSG00000030653	0	0	0	0	0	0	238
ENSMUSG00000030654	176	145	264	152	150	162	416
ENSMUSG00000030655	2367	1920	2441	1964	2215	2434	2309
ENSMUSG00000030657	221	157	318	227	220	250	399
ENSMUSG00000030659	57	53	76	53	56	69	183
ENSMUSG00000030660	238	195	279	177	250	252	280
ENSMUSG00000030662	5194	4324	4316	4449	5671	4594	4972
ENSMUSG00000030663	755	674	930	754	801	735	827
ENSMUSG00000030666	0	0	0	0	0	0	1
ENSMUSG00000030669	1	0	0	0	1	0	0
ENSMUSG00000030670	0	0	14	3	1	1	9
ENSMUSG00000030671	98	73	176	46	65	68	126
ENSMUSG00000030672	139163	125196	150999	138403	162919	138652	116122
ENSMUSG00000030674	13	7	38	27	19	27	22
ENSMUSG00000030677	6	6	11	5	2	10	78
ENSMUSG00000030678	1510	1394	1605	1203	1657	1243	1261
ENSMUSG00000030680	46	36	0	4	147	49	1
ENSMUSG00000030681	928	821	875	781	836	824	1196
ENSMUSG00000030682	447	454	683	492	556	487	662
ENSMUSG00000030683	11	7	6	6	7	7	6
ENSMUSG00000030685	44	53	34	32	34	38	67
ENSMUSG00000030688	646	581	578	496	652	583	730
ENSMUSG00000030689	173	141	196	112	144	142	238
ENSMUSG00000030691	176	123	220	154	145	182	308
ENSMUSG00000030693	7	0	1	4	12	2	3
ENSMUSG00000030695	328141	310045	356802	316475	353008	291017	271477
ENSMUSG00000030697	312	254	325	310	350	282	512
ENSMUSG00000030699	36	19	23	14	11	10	22
ENSMUSG00000030701	2193	1785	2269	2039	2424	2054	1550
ENSMUSG00000030703	11	23	17	14	10	14	24
ENSMUSG00000030704	2039	1876	2252	1883	2166	1662	2075
ENSMUSG00000030706	1053	814	1007	948	1066	907	1032
ENSMUSG00000030707	49	51	105	49	26	42	432
ENSMUSG00000030708	3	1	13	1	0	2	4
ENSMUSG00000030711	354	285	368	267	407	250	178
ENSMUSG00000030713	0	0	0	0	0	0	0
ENSMUSG00000030714	339	271	428	377	356	289	275
ENSMUSG00000030717	98	117	132	98	68	128	222
ENSMUSG00000030718	613	634	762	620	706	594	718
ENSMUSG00000030720	113	89	136	111	129	100	175
ENSMUSG00000030722	102	79	100	68	79	76	98
ENSMUSG00000030724	0	1	3	1	6	1	17
ENSMUSG00000030725	108	89	112	87	107	86	77
ENSMUSG00000030726	128	131	138	98	166	116	170
ENSMUSG00000030727	978	1118	888	742	906	860	793
ENSMUSG00000030729	963	757	816	827	1074	762	677
ENSMUSG00000030730	761169	625639	757901	747139	858256	683989	559825
ENSMUSG00000030731	188	92	141	117	149	132	117
ENSMUSG00000030732	19	28	38	25	42	73	27
ENSMUSG00000030733	1986	1442	2019	1660	1977	1810	1551
ENSMUSG00000030735	0	0	4	0	0	0	0
ENSMUSG00000030737	325	298	476	305	347	338	360
ENSMUSG00000030738	3967	3557	3758	3662	4545	3814	4592
ENSMUSG00000030739	1684	1333	1240	1229	1683	1319	1455
ENSMUSG00000030741	570	466	601	535	599	515	546
ENSMUSG00000030742	0	0	7	6	0	1	6
ENSMUSG00000030744	4605	3578	4521	3876	4937	4413	4999
ENSMUSG00000030745	0	2	3	3	6	1	51
ENSMUSG00000030747	1677	1456	2717	945	1184	1056	1078
ENSMUSG00000030748	155	127	187	117	111	134	660
ENSMUSG00000030750	110	137	138	153	174	164	224
ENSMUSG00000030751	1240	1080	1241	1154	1363	1203	1576
